claim_id,customer_id,claim_date,vehicle_type,damage_category,fault_type,description,estimated_cost_eur,actual_cost_eur,repair_duration_days,status
CLM-001034,CUST-010,2026-01-11,LKW,Interieur,Eigenverschulden,Mittelkonsole gebrochen,965.08,1031.35,,abgeschlossen
CLM-001035,CUST-010,2025-05-08,PKW,Karosserie,Eigenverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,2157.99,2098.89,2.0,abgeschlossen
CLM-001036,CUST-016,2023-11-13,Transporter,Motor,Naturereignis,"Motor springt nicht an, Fehlermeldung im Display",3210.47,3193.61,6.0,storniert
CLM-001037,CUST-003,2025-04-29,PKW,Fahrwerk,Teilschuld,Stoßdämpfer vorne links defekt,1377.73,1147.5,,abgeschlossen
CLM-001038,CUST-002,2023-07-22,PKW,Glas,Eigenverschulden,Seitenscheibe hinten rechts gesprungen,986.32,1017.79,1.0,abgeschlossen
CLM-001039,CUST-008,2025-09-29,PKW,Karosserie,Naturereignis,Delle an der Fahrertür nach Parkplatzrempler,4092.19,3827.55,5.0,abgeschlossen
CLM-001040,CUST-006,2025-04-15,PKW,Karosserie,Naturereignis,Seitliche Beschädigung nach Auffahrunfall,3392.85,3673.17,6.0,abgeschlossen
CLM-001041,CUST-007,2024-07-26,PKW,Karosserie,Vandalismus,Kratzer an der hinteren Stoßstange,3455.72,3027.74,1.0,abgeschlossen
CLM-001042,CUST-003,2023-03-09,PKW,Interieur,Eigenverschulden,Sitzheizung defekt,1106.28,1166.71,5.0,abgeschlossen
CLM-001043,CUST-002,2025-01-28,PKW,Glas,Fremdverschulden,Seitenscheibe hinten rechts gesprungen,869.78,597.56,2.0,abgeschlossen
CLM-001044,CUST-002,2024-03-20,Transporter,Interieur,Fremdverschulden,Sitzheizung defekt,1112.45,1481.65,1.0,abgeschlossen
CLM-001045,CUST-029,2025-06-27,PKW,Motor,Naturereignis,Ölverlust unter dem Fahrzeug festgestellt,4399.0,3918.58,8.0,abgeschlossen
CLM-001046,CUST-010,2025-06-29,Transporter,Elektronik,Naturereignis,Infotainment-System reagiert nicht,2068.99,2165.94,7.0,abgeschlossen
CLM-001047,CUST-009,2024-04-28,PKW,Karosserie,Eigenverschulden,Hagelschaden auf Motorhaube und Dach,5022.92,4075.19,1.0,abgeschlossen
CLM-001048,CUST-013,2025-01-12,PKW,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,2474.59,2693.75,2.0,abgeschlossen
CLM-001049,CUST-003,2023-07-23,PKW,Karosserie,Naturereignis,Seitliche Beschädigung nach Auffahrunfall,2576.86,2707.77,1.0,abgeschlossen
CLM-001050,CUST-028,2025-01-22,PKW,Elektronik,Naturereignis,Infotainment-System reagiert nicht,2872.3,3248.13,3.0,abgeschlossen
CLM-001051,CUST-019,2026-01-20,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,1166.99,1310.56,4.0,abgeschlossen
CLM-001052,CUST-002,2025-01-04,PKW,Elektronik,Fremdverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",1662.03,1680.2,2.0,abgeschlossen
CLM-001053,CUST-010,2023-05-05,PKW,Motor,Eigenverschulden,Ungewöhnliche Geräusche aus dem Motorraum,5462.99,5339.87,5.0,abgeschlossen
CLM-001054,CUST-025,2025-03-26,PKW,Karosserie,Fremdverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,5020.34,4957.3,1.0,storniert
CLM-001055,CUST-027,2024-07-19,Transporter,Karosserie,Eigenverschulden,Hagelschaden auf Motorhaube und Dach,1580.7,1487.39,4.0,abgeschlossen
CLM-001056,CUST-012,2024-01-24,Transporter,Motor,Naturereignis,Kühlmittelverlust und Überhitzung,5758.89,6820.73,10.0,abgeschlossen
CLM-001057,CUST-012,2023-09-08,Transporter,Fahrwerk,Naturereignis,Federbein gebrochen,2794.03,2437.57,2.0,abgeschlossen
CLM-001058,CUST-002,2025-07-20,Motorrad,Fahrwerk,Fremdverschulden,Schleifgeräusche beim Lenken,6000.0,6238.3,5.0,storniert
CLM-001059,CUST-029,2023-07-07,PKW,Fahrwerk,Eigenverschulden,Schleifgeräusche beim Lenken,3910.37,3821.38,1.0,abgeschlossen
CLM-001060,CUST-003,2024-03-10,Motorrad,Karosserie,Eigenverschulden,Hagelschaden auf Motorhaube und Dach,3612.22,4067.07,5.0,abgeschlossen
CLM-001061,CUST-027,2023-02-13,PKW,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,5087.27,5894.14,4.0,abgeschlossen
CLM-001062,CUST-013,2023-04-14,Motorrad,Elektronik,Fremdverschulden,,2655.1,2529.61,1.0,abgeschlossen
CLM-001063,CUST-012,2024-11-14,Motorrad,Glas,Fremdverschulden,Riss in der Frontscheibe breitet sich aus,651.18,683.67,1.0,abgeschlossen
CLM-001064,CUST-012,2024-05-13,PKW,Karosserie,Naturereignis,Heckschaden durch Rückwärtsfahrt gegen Poller,4411.47,4264.09,3.0,abgeschlossen
CLM-001065,CUST-003,2023-09-15,PKW,Glas,Teilschuld,Riss in der Frontscheibe breitet sich aus,1476.22,1797.88,2.0,abgeschlossen
CLM-001066,CUST-002,2024-02-25,PKW,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,1749.77,1530.11,1.0,abgeschlossen
CLM-001067,CUST-003,2023-05-21,Transporter,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,807.92,845.2,1.0,abgeschlossen
CLM-001068,CUST-002,2026-02-09,PKW,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,1320.62,1588.48,2.0,wartend_auf_teile
CLM-001069,CUST-019,2024-02-29,PKW,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,3420.12,3440.36,1.0,storniert
CLM-001070,CUST-008,2024-03-18,LKW,Glas,Teilschuld,Seitenscheibe hinten rechts gesprungen,422.72,339.29,4.0,abgeschlossen
CLM-001071,CUST-002,2024-04-22,PKW,Glas,Fremdverschulden,Heckscheibe durch Vandalismus eingeschlagen,997.41,678.35,1.0,abgeschlossen
CLM-001072,CUST-029,2024-11-03,PKW,Interieur,Fremdverschulden,Mittelkonsole gebrochen,1703.42,1663.01,1.0,abgeschlossen
CLM-001073,CUST-025,2023-10-30,PKW,Elektronik,Fremdverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",5000.0,6730.94,2.0,abgeschlossen
CLM-001074,CUST-026,2023-01-06,Motorrad,Karosserie,Eigenverschulden,,2526.71,2486.41,7.0,abgeschlossen
CLM-001075,CUST-030,2024-07-21,Transporter,Elektronik,Teilschuld,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",2824.06,3545.54,4.0,abgeschlossen
CLM-001076,CUST-002,2023-10-24,Transporter,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,1219.73,892.9,1.0,abgeschlossen
CLM-001077,CUST-009,2023-09-24,Motorrad,Karosserie,Fremdverschulden,,2027.14,2204.33,5.0,abgeschlossen
CLM-001078,CUST-018,2026-01-11,PKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,3546.92,4116.08,4.0,abgeschlossen
CLM-001079,CUST-013,2024-05-28,PKW,Fahrwerk,Fremdverschulden,Federbein gebrochen,1134.38,740.27,3.0,abgeschlossen
CLM-001080,CUST-002,2023-12-24,PKW,Fahrwerk,Fremdverschulden,Achsvermessung nötig nach Bordsteinberührung,3173.85,2779.56,3.0,abgeschlossen
CLM-001081,CUST-021,2023-08-14,PKW,Karosserie,Teilschuld,Delle an der Fahrertür nach Parkplatzrempler,1008.43,1030.37,1.0,storniert
CLM-001082,CUST-003,2023-02-22,LKW,Karosserie,Teilschuld,Heckschaden durch Rückwärtsfahrt gegen Poller,4113.32,4038.01,5.0,abgeschlossen
CLM-001083,CUST-003,2023-09-27,PKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,689.34,672.86,1.0,abgeschlossen
CLM-001084,CUST-012,2023-01-31,PKW,Karosserie,Naturereignis,Heckschaden durch Rückwärtsfahrt gegen Poller,2298.72,1833.9,7.0,abgeschlossen
CLM-001085,CUST-012,2025-01-03,PKW,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,1935.38,2086.71,1.0,abgeschlossen
CLM-001086,CUST-012,2024-05-02,LKW,Glas,Vandalismus,Seitenscheibe hinten rechts gesprungen,1017.9,1043.56,4.0,abgeschlossen
CLM-001087,CUST-002,2024-10-25,Transporter,Interieur,Eigenverschulden,Sitzheizung defekt,624.22,607.23,1.0,abgeschlossen
CLM-001088,CUST-025,2023-02-02,PKW,Karosserie,Fremdverschulden,Delle an der Fahrertür nach Parkplatzrempler,931.57,956.51,3.0,abgeschlossen
CLM-001089,CUST-004,2023-12-23,PKW,Karosserie,Teilschuld,Frontschaden nach leichtem Auffahrunfall an Kreuzung,5652.35,4402.5,6.0,storniert
CLM-001090,CUST-002,2024-06-27,Transporter,Fahrwerk,Eigenverschulden,Achsvermessung nötig nach Bordsteinberührung,1541.83,1617.94,2.0,abgeschlossen
CLM-001091,CUST-026,2023-04-18,Transporter,Interieur,Naturereignis,Sitzheizung defekt,1920.79,1791.65,3.0,abgeschlossen
CLM-001092,CUST-028,2023-09-17,PKW,Karosserie,Eigenverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,1957.21,1379.17,1.0,abgeschlossen
CLM-001093,CUST-024,2025-05-12,PKW,Glas,Naturereignis,Riss in der Frontscheibe breitet sich aus,912.67,1192.23,1.0,storniert
CLM-001094,CUST-021,2025-12-13,LKW,Karosserie,Teilschuld,Heckschaden durch Rückwärtsfahrt gegen Poller,3178.22,3167.6,2.0,abgeschlossen
CLM-001095,CUST-013,2023-08-21,PKW,Elektronik,Teilschuld,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",2016.63,2013.27,1.0,storniert
CLM-001096,CUST-012,2023-05-11,PKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,1143.25,1284.43,1.0,abgeschlossen
CLM-001097,CUST-002,2025-09-02,PKW,Fahrwerk,Teilschuld,Achsvermessung nötig nach Bordsteinberührung,2313.63,2319.74,4.0,storniert
CLM-001098,CUST-010,2025-07-07,PKW,Elektronik,Naturereignis,Infotainment-System reagiert nicht,1054.11,1260.22,3.0,abgeschlossen
CLM-001099,CUST-008,2025-01-11,PKW,Elektronik,Naturereignis,,2393.45,2194.94,3.0,abgeschlossen
CLM-001100,CUST-004,2025-11-17,LKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,4565.63,4224.87,3.0,abgeschlossen
CLM-001101,CUST-015,2023-08-12,LKW,Glas,Naturereignis,Steinschlag in der Windschutzscheibe,586.2,519.4,1.0,abgeschlossen
CLM-001102,CUST-012,2025-07-14,PKW,Motor,Teilschuld,Ölverlust unter dem Fahrzeug festgestellt,,2326.13,6.0,storniert
CLM-001103,CUST-002,2025-10-28,PKW,Motor,Fremdverschulden,Ungewöhnliche Geräusche aus dem Motorraum,2108.18,1719.71,7.0,abgeschlossen
CLM-001104,CUST-003,2024-03-29,PKW,Elektronik,Eigenverschulden,Fensterheber klemmt auf Fahrerseite,608.1,600.25,3.0,abgeschlossen
CLM-001105,CUST-013,2023-03-30,Motorrad,Karosserie,Teilschuld,Seitliche Beschädigung nach Auffahrunfall,2566.35,2440.59,3.0,abgeschlossen
CLM-001106,CUST-002,2025-12-03,Transporter,Fahrwerk,Fremdverschulden,Federbein gebrochen,1227.09,1011.32,1.0,abgeschlossen
CLM-001107,CUST-024,2024-09-09,PKW,Karosserie,Teilschuld,"Beule an der Beifahrertür, Ursache unbekannt",3489.74,3201.55,2.0,abgeschlossen
CLM-001108,CUST-012,2025-07-27,LKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,2010.86,1743.84,1.0,abgeschlossen
CLM-001109,CUST-012,2023-03-05,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,2262.5,2704.8,3.0,abgeschlossen
CLM-001110,CUST-012,2023-05-05,PKW,Karosserie,Vandalismus,Seitliche Beschädigung nach Auffahrunfall,3708.87,3479.43,4.0,storniert
CLM-001111,CUST-021,2025-09-07,LKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",3146.35,3032.77,5.0,abgeschlossen
CLM-001112,CUST-008,2025-04-02,PKW,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,2777.59,2641.93,3.0,abgeschlossen
CLM-001113,CUST-013,2025-05-23,Transporter,Karosserie,Eigenverschulden,Hagelschaden auf Motorhaube und Dach,2548.43,2629.51,3.0,abgeschlossen
CLM-001114,CUST-012,2023-08-10,LKW,Karosserie,Eigenverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,1683.65,1427.09,3.0,abgeschlossen
CLM-001115,CUST-004,2025-10-01,PKW,Karosserie,Fremdverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,1381.78,1050.1,2.0,abgeschlossen
CLM-001116,CUST-025,2025-06-27,LKW,Elektronik,Teilschuld,Infotainment-System reagiert nicht,934.02,956.36,1.0,abgeschlossen
CLM-001117,CUST-020,2023-05-31,Transporter,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,1098.55,1183.18,1.0,abgeschlossen
CLM-001118,CUST-013,2023-06-15,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2815.11,1983.88,2.0,abgeschlossen
CLM-001119,CUST-024,2024-10-21,Transporter,Karosserie,Vandalismus,Heckschaden durch Rückwärtsfahrt gegen Poller,3838.69,4305.55,5.0,storniert
CLM-001120,CUST-025,2023-10-31,PKW,Karosserie,Naturereignis,Hagelschaden auf Motorhaube und Dach,1683.23,1789.32,2.0,abgeschlossen
CLM-001121,CUST-014,2023-05-15,PKW,Interieur,Eigenverschulden,Lenkrad Lederbezug beschädigt,669.03,678.83,1.0,abgeschlossen
CLM-001122,CUST-022,2023-09-16,PKW,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,1470.19,1074.76,4.0,abgeschlossen
CLM-001123,CUST-013,2024-07-17,LKW,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,2284.7,2242.3,4.0,storniert
CLM-001124,CUST-013,2026-01-28,PKW,Glas,Fremdverschulden,Riss in der Frontscheibe breitet sich aus,710.39,584.22,1.0,wartend_auf_teile
CLM-001125,CUST-012,2024-10-27,Transporter,Glas,Vandalismus,Seitenscheibe hinten rechts gesprungen,709.6,738.26,3.0,abgeschlossen
CLM-001126,CUST-017,2025-02-19,Transporter,Elektronik,Eigenverschulden,Batterie entlädt sich über Nacht,1678.56,1724.51,4.0,abgeschlossen
CLM-001127,CUST-002,2025-12-22,PKW,Elektronik,Naturereignis,Batterie entlädt sich über Nacht,1227.93,1443.75,1.0,abgeschlossen
CLM-001128,CUST-025,2024-08-26,PKW,Interieur,Eigenverschulden,Lenkrad Lederbezug beschädigt,570.2,611.9,1.0,abgeschlossen
CLM-001129,CUST-025,2025-07-18,PKW,Glas,Naturereignis,Riss in der Frontscheibe breitet sich aus,1564.94,1677.83,3.0,storniert
CLM-001130,CUST-002,2025-11-01,Transporter,Motor,Eigenverschulden,"Motor springt nicht an, Fehlermeldung im Display",4759.47,4382.31,6.0,abgeschlossen
CLM-001131,CUST-021,2025-05-31,LKW,Karosserie,Eigenverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,4644.52,3653.16,1.0,abgeschlossen
CLM-001132,CUST-002,2023-07-23,LKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,533.57,501.75,1.0,abgeschlossen
CLM-001133,CUST-008,2023-08-23,PKW,Karosserie,Fremdverschulden,Lackschaden durch Vandalismus am vorderen Kotflügel,,5429.63,4.0,abgeschlossen
CLM-001134,CUST-017,2026-02-03,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,1273.68,1214.4,1.0,abgeschlossen
CLM-001135,CUST-002,2024-03-16,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,1520.1,1358.26,2.0,abgeschlossen
CLM-001136,CUST-021,2025-05-30,PKW,Glas,Eigenverschulden,Steinschlag in der Windschutzscheibe,1413.89,1122.97,1.0,abgeschlossen
CLM-001137,CUST-022,2025-07-13,PKW,Fahrwerk,Fremdverschulden,Schleifgeräusche beim Lenken,4619.69,5193.61,7.0,abgeschlossen
CLM-001138,CUST-012,2024-04-12,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",4773.47,4442.0,3.0,abgeschlossen
CLM-001139,CUST-001,2025-04-27,LKW,Elektronik,Naturereignis,Klimaanlage funktioniert nicht mehr,1592.67,1250.29,4.0,abgeschlossen
CLM-001140,CUST-006,2024-11-25,Motorrad,Karosserie,Naturereignis,"Beule an der Beifahrertür, Ursache unbekannt",2128.28,2285.88,6.0,abgeschlossen
CLM-001141,CUST-012,2025-07-17,Transporter,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,3951.0,3294.84,6.0,storniert
CLM-001142,CUST-029,2025-03-27,LKW,Karosserie,Teilschuld,Hagelschaden auf Motorhaube und Dach,2304.56,2252.26,4.0,abgeschlossen
CLM-001143,CUST-012,2025-05-01,Transporter,Motor,Naturereignis,"Turbolader defekt, Leistungsverlust",2620.86,2853.34,2.0,abgeschlossen
CLM-001144,CUST-004,2023-07-14,PKW,Karosserie,Naturereignis,Delle an der Fahrertür nach Parkplatzrempler,1926.39,1869.93,4.0,abgeschlossen
CLM-001145,CUST-012,2024-10-02,PKW,Karosserie,Teilschuld,Kratzer an der hinteren Stoßstange,2207.08,1945.76,5.0,storniert
CLM-001146,CUST-012,2025-05-24,PKW,Karosserie,Teilschuld,"Beule an der Beifahrertür, Ursache unbekannt",2756.94,2667.78,3.0,storniert
CLM-001147,CUST-019,2024-10-02,LKW,Elektronik,Eigenverschulden,Infotainment-System reagiert nicht,1425.4,1269.65,5.0,abgeschlossen
CLM-001148,CUST-002,2024-06-06,PKW,Interieur,Fremdverschulden,Sitzheizung defekt,1204.52,1503.29,3.0,abgeschlossen
CLM-001149,CUST-018,2025-02-05,Transporter,Elektronik,Eigenverschulden,Scheinwerfer fallen sporadisch aus,1841.04,2116.12,3.0,abgeschlossen
CLM-001150,CUST-012,2023-11-09,Transporter,Karosserie,Eigenverschulden,Seitliche Beschädigung nach Auffahrunfall,1380.62,1413.29,5.0,abgeschlossen
CLM-001151,CUST-028,2025-08-29,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,500.68,389.76,1.0,abgeschlossen
CLM-001152,CUST-008,2023-05-18,PKW,Elektronik,Fremdverschulden,Scheinwerfer fallen sporadisch aus,1186.13,1398.19,1.0,abgeschlossen
CLM-001153,CUST-012,2023-07-06,PKW,Glas,Vandalismus,Seitenscheibe hinten rechts gesprungen,1393.62,1444.42,1.0,abgeschlossen
CLM-001154,CUST-026,2023-06-24,PKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,402.75,390.89,3.0,abgeschlossen
CLM-001155,CUST-002,2023-07-10,PKW,Motor,Eigenverschulden,Ungewöhnliche Geräusche aus dem Motorraum,6124.2,6285.45,5.0,abgeschlossen
CLM-001156,CUST-027,2025-06-03,Transporter,Fahrwerk,Naturereignis,Achsvermessung nötig nach Bordsteinberührung,822.05,712.27,2.0,abgeschlossen
CLM-001157,CUST-013,2023-07-17,PKW,Karosserie,Eigenverschulden,"Beule an der Beifahrertür, Ursache unbekannt",2679.43,2894.97,1.0,abgeschlossen
CLM-001158,CUST-002,2025-02-02,PKW,Elektronik,Fremdverschulden,"Steuergerät defekt, mehrere Fehlermeldungen aktiv",572.54,558.62,5.0,abgeschlossen
CLM-001159,CUST-007,2023-09-24,Transporter,Elektronik,Eigenverschulden,Scheinwerfer fallen sporadisch aus,1843.95,2078.95,6.0,abgeschlossen
CLM-001160,CUST-013,2026-02-13,Transporter,Interieur,Fremdverschulden,Armaturenbrett hat Riss durch Sonneneinstrahlung,1451.72,1578.58,1.0,in_bearbeitung
CLM-001161,CUST-002,2023-05-03,PKW,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,1150.75,821.4,2.0,abgeschlossen
CLM-001162,CUST-012,2026-02-24,Transporter,Elektronik,Vandalismus,Fensterheber klemmt auf Fahrerseite,1410.38,1622.28,1.0,abgeschlossen
CLM-001163,CUST-008,2026-02-24,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,1739.55,1924.96,2.0,in_bearbeitung
CLM-001164,CUST-012,2024-11-06,PKW,Elektronik,Vandalismus,Fensterheber klemmt auf Fahrerseite,2127.73,2248.9,3.0,abgeschlossen
CLM-001165,CUST-002,2023-09-08,Transporter,Fahrwerk,Teilschuld,Schleifgeräusche beim Lenken,,1534.46,5.0,abgeschlossen
CLM-001166,CUST-025,2025-04-21,PKW,Fahrwerk,Eigenverschulden,,4761.07,4087.93,5.0,abgeschlossen
CLM-001167,CUST-029,2024-12-25,PKW,Karosserie,Naturereignis,Heckschaden durch Rückwärtsfahrt gegen Poller,6203.0,5903.37,10.0,storniert
CLM-001168,CUST-029,2025-05-16,PKW,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,5367.48,4234.82,2.0,abgeschlossen
CLM-001169,CUST-017,2023-04-16,PKW,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,3708.38,3298.55,1.0,abgeschlossen
CLM-001170,CUST-002,2024-08-12,PKW,Karosserie,Fremdverschulden,Kratzer an der hinteren Stoßstange,1363.44,1408.13,2.0,abgeschlossen
CLM-001171,CUST-018,2024-10-01,Transporter,Motor,Naturereignis,"Turbolader defekt, Leistungsverlust",8724.49,7618.74,4.0,abgeschlossen
CLM-001172,CUST-002,2024-12-21,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,409.59,403.95,1.0,abgeschlossen
CLM-001173,CUST-002,2023-08-01,PKW,Glas,Fremdverschulden,Steinschlag in der Windschutzscheibe,829.59,897.82,1.0,abgeschlossen
CLM-001174,CUST-008,2025-11-05,Motorrad,Karosserie,Teilschuld,Hagelschaden auf Motorhaube und Dach,4447.94,4408.3,2.0,abgeschlossen
CLM-001175,CUST-012,2024-03-11,Motorrad,Elektronik,Eigenverschulden,Fensterheber klemmt auf Fahrerseite,4341.14,4487.16,1.0,storniert
CLM-001176,CUST-018,2023-11-13,PKW,Motor,Eigenverschulden,"Motor springt nicht an, Fehlermeldung im Display",4429.05,3358.39,7.0,abgeschlossen
CLM-001177,CUST-013,2025-09-14,Motorrad,Karosserie,Naturereignis,Seitliche Beschädigung nach Auffahrunfall,2426.17,2303.75,2.0,abgeschlossen
CLM-001178,CUST-010,2024-04-04,Transporter,Karosserie,Fremdverschulden,,4471.82,4782.04,4.0,abgeschlossen
CLM-001179,CUST-005,2023-08-10,LKW,Fahrwerk,Teilschuld,Stoßdämpfer vorne links defekt,1145.97,1175.58,5.0,abgeschlossen
CLM-001180,CUST-030,2024-12-18,PKW,Karosserie,Eigenverschulden,,3870.6,4757.76,3.0,abgeschlossen
CLM-001181,CUST-010,2026-02-13,LKW,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,2675.5,2980.85,2.0,wartend_auf_teile
CLM-001182,CUST-010,2025-01-22,LKW,Glas,Eigenverschulden,Riss in der Frontscheibe breitet sich aus,893.1,945.12,2.0,abgeschlossen
CLM-001183,CUST-002,2023-08-24,PKW,Karosserie,Eigenverschulden,Heckschaden durch Rückwärtsfahrt gegen Poller,5167.53,4134.45,1.0,abgeschlossen
CLM-001184,CUST-020,2024-07-24,PKW,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,2323.15,2053.93,1.0,abgeschlossen
CLM-001185,CUST-013,2024-04-08,PKW,Karosserie,Naturereignis,Hagelschaden auf Motorhaube und Dach,3344.17,3961.28,5.0,abgeschlossen
CLM-001186,CUST-003,2025-05-28,Motorrad,Elektronik,Fremdverschulden,Fensterheber klemmt auf Fahrerseite,1273.66,816.99,3.0,abgeschlossen
CLM-001187,CUST-002,2026-02-22,PKW,Glas,Fremdverschulden,Heckscheibe durch Vandalismus eingeschlagen,705.24,801.87,5.0,in_bearbeitung
CLM-001188,CUST-013,2026-02-14,PKW,Karosserie,Fremdverschulden,"Beule an der Beifahrertür, Ursache unbekannt",3619.94,3852.44,4.0,wartend_auf_teile
CLM-001189,CUST-013,2023-02-23,Motorrad,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,2405.23,1943.78,5.0,abgeschlossen
CLM-001190,CUST-005,2024-07-01,PKW,Motor,Eigenverschulden,"Motor springt nicht an, Fehlermeldung im Display",6814.45,5961.67,6.0,abgeschlossen
CLM-001191,CUST-028,2023-03-01,LKW,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,5000.0,5427.88,4.0,abgeschlossen
CLM-001192,CUST-002,2024-01-05,PKW,Interieur,Teilschuld,Mittelkonsole gebrochen,767.97,697.54,4.0,abgeschlossen
CLM-001193,CUST-010,2024-07-13,PKW,Fahrwerk,Naturereignis,Federbein gebrochen,1972.82,1901.95,1.0,abgeschlossen
CLM-001194,CUST-027,2024-09-24,PKW,Karosserie,Eigenverschulden,Delle an der Fahrertür nach Parkplatzrempler,4835.87,4971.09,5.0,abgeschlossen
CLM-001195,CUST-010,2024-11-26,PKW,Fahrwerk,Eigenverschulden,Stoßdämpfer vorne links defekt,1433.5,1839.99,7.0,abgeschlossen
CLM-001196,CUST-013,2024-12-19,PKW,Interieur,Fremdverschulden,Mittelkonsole gebrochen,1052.29,1173.65,1.0,abgeschlossen
CLM-001197,CUST-009,2023-01-13,PKW,Elektronik,Naturereignis,Klimaanlage funktioniert nicht mehr,1266.52,1335.5,5.0,abgeschlossen
CLM-001198,CUST-005,2024-01-07,PKW,Elektronik,Eigenverschulden,Klimaanlage funktioniert nicht mehr,2005.59,1437.11,1.0,abgeschlossen
CLM-001199,CUST-029,2023-10-21,PKW,Karosserie,Fremdverschulden,Hagelschaden auf Motorhaube und Dach,7578.24,9045.36,5.0,abgeschlossen
CLM-001200,CUST-010,2025-03-31,Transporter,Karosserie,Eigenverschulden,Kratzer an der hinteren Stoßstange,2268.33,1893.28,3.0,abgeschlossen
CLM-001201,CUST-026,2023-05-23,LKW,Karosserie,Naturereignis,Lackschaden durch Vandalismus am vorderen Kotflügel,3291.77,3334.58,1.0,abgeschlossen
CLM-001202,CUST-003,2023-10-18,PKW,Motor,Eigenverschulden,Ungewöhnliche Geräusche aus dem Motorraum,6291.71,6472.51,4.0,storniert
CLM-001203,CUST-003,2023-03-04,PKW,Fahrwerk,Fremdverschulden,Federbein gebrochen,2661.95,3239.85,1.0,abgeschlossen
CLM-001204,CUST-002,2023-07-07,PKW,Fahrwerk,Eigenverschulden,,2745.57,2313.28,5.0,abgeschlossen
CLM-001205,CUST-013,2025-12-22,LKW,Motor,Fremdverschulden,Zahnriemen gerissen bei Autobahnfahrt,10409.09,12970.69,11.0,abgeschlossen
CLM-001206,CUST-008,2024-03-16,Motorrad,Fahrwerk,Vandalismus,Stoßdämpfer vorne links defekt,6000.0,4988.86,5.0,abgeschlossen
CLM-001207,CUST-024,2025-02-09,PKW,Interieur,Fremdverschulden,Lenkrad Lederbezug beschädigt,1159.23,797.19,2.0,abgeschlossen
CLM-001208,CUST-012,2025-05-09,PKW,Karosserie,Fremdverschulden,Frontschaden nach leichtem Auffahrunfall an Kreuzung,3648.14,3348.15,3.0,abgeschlossen
CLM-001209,CUST-029,2025-07-18,Transporter,Elektronik,Fremdverschulden,Batterie entlädt sich über Nacht,4491.14,3969.3,5.0,abgeschlossen
